scene,ray_kind,ray_order,bvh_builder,width,height,max_leaf_triangles,timing_scope,sample_index,milliseconds
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-matched,7,0.332800001
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-matched,8,0.328704
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-tensor,0,0.378879994
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-tensor,1,0.373760015
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-tensor,2,0.371711999
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-tensor,3,0.378879994
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-tensor,4,0.377855986
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-tensor,5,0.372736007
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-tensor,6,0.379904002
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-tensor,7,0.377855986
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,integrated-tensor,8,0.374783993
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-traversal,0,0.319487989
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-traversal,1,0.312319994
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-traversal,2,0.307200015
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-traversal,3,0.308223993
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-traversal,4,0.310272008
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-traversal,5,0.309248
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-traversal,6,0.31436801
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-traversal,7,0.312319994
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-traversal,8,0.310144007
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-matched-leaves,0,0.126975998
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-matched-leaves,1,0.122879997
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-matched-leaves,2,0.113568
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-matched-leaves,3,0.110592
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-matched-leaves,4,0.125952005
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-matched-leaves,5,0.113664001
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-matched-leaves,6,0.108319998
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-matched-leaves,7,0.110592
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-matched-leaves,8,0.117664002
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-tensor-leaves,0,0.191487998
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-tensor-leaves,1,0.179135993
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-tensor-leaves,2,0.182208002
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-tensor-leaves,3,0.174079999
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-tensor-leaves,4,0.176128
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-tensor-leaves,5,0.174079999
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-tensor-leaves,6,0.176128
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-tensor-leaves,7,0.172000006
CheckerLow,primary,coherent,builtin-binned-SAH,256,144,16,separated-tensor-leaves,8,0.178112
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-cuda32,0,0.412672013
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-cuda32,1,0.404352009
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-cuda32,2,0.403456002
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-cuda32,3,0.395007998
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-cuda32,4,0.396288007
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-cuda32,5,0.398335993
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-cuda32,6,0.40448001
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-cuda32,7,0.406271994
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-cuda32,8,0.391167998
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-matched,0,0.786336005
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-matched,1,0.774143994
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-matched,2,0.782335997
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-matched,3,0.793600023
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-matched,4,0.779039979
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-matched,5,0.784384012
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-matched,6,0.773823977
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-matched,7,0.779263973
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-matched,8,0.778976023
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-tensor,0,0.904191971
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-tensor,1,0.89894402
CheckerLow,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-tensor,2,0.889663994
